log format : gen id obj_1 ... obj_n
0 0 -23.97 -0.23 880.985 
0 1 -23.97 -0.23 880.985 
0 2 -23.97 -0.23 880.985 
0 3 -23.97 -0.23 880.985 
0 4 -23.97 -0.23 880.985 
0 5 -23.97 -0.23 880.985 
0 6 -23.97 -0.23 880.985 
0 7 -23.97 -0.23 880.985 
0 8 -23.97 -0.23 880.985 
0 9 -23.97 -0.23 880.985 
0 10 -23.97 -0.23 880.985 
0 11 -23.98 -0 769.095 
0 12 -23.98 -0 769.095 
0 13 -23.98 -0 769.095 
0 14 -23.98 -0 769.095 
0 15 -23.98 -0 769.095 
0 16 -23.98 -0 769.095 
0 17 -23.98 -0 769.095 
0 18 -23.98 -0 769.095 
0 19 -23.98 -0 769.095 
0 20 -23.98 -0 769.095 
0 21 -23.98 -0 769.095 
0 22 -23.98 -0 769.095 
0 23 -23.98 -0 769.095 
0 24 -23.98 -0 769.095 
0 25 -23.98 -0 769.095 
0 26 -23.98 -0 769.095 
0 27 -23.98 -0 769.095 
0 28 -23.98 -0 769.095 
0 29 -23.98 -0 769.095 
0 30 -23.98 -0 769.095 
0 31 -23.98 -0 769.095 
0 32 -23.98 -0 769.095 
0 33 -23.98 -0 769.095 
0 34 -23.98 -0.01 769.945 
0 35 -23.98 -0.01 769.945 
0 36 -23.98 -0.01 769.945 
0 37 -23.98 -0.01 769.945 
0 38 -23.99 -0.06 771.06 
0 39 -23.99 -0.06 771.06 
0 40 -23.99 -0.06 771.06 
0 41 -23.99 -0.06 771.06 
0 42 -23.99 -0.06 771.06 
0 43 -23.99 -0.06 771.06 
0 44 -23.99 -0.06 771.06 
0 45 -24.02 -0 829.93 
0 46 -24.02 -0 829.93 
0 47 -24.02 -0 829.93 
0 48 -24.02 -0 829.93 
0 49 -24.02 -0 829.93 
0 50 -24.02 -0 829.93 
0 51 -24.02 -0 829.93 
0 52 -24.02 -0 829.93 
0 53 -24.02 -0 829.93 
0 54 -24.02 -0 829.93 
0 55 -24.02 -0 829.93 
0 56 -24.02 -0 829.93 
0 57 -24.02 -0 829.93 
0 58 -24.02 -0 829.93 
0 59 -24.02 -0 829.93 
0 60 -24.02 -0 829.93 
0 61 -24.02 -0 829.93 
0 62 -24.02 -0 829.93 
0 63 -24.02 -0 829.93 
0 64 -24.02 -0 829.93 
0 65 -24.02 -0 829.93 
0 66 -24.02 -0 829.93 
0 67 -24.18 -0.22 999.865 
0 68 -24.34 -0 973.735 
0 69 -24.34 -0 973.735 
0 70 -24.34 -0 973.735 
0 71 -24.34 -0 973.735 
0 72 -24.52 -0.48 1006.12 
0 73 -24.69 -0.68 1007.53 
0 74 -24.73 -0.18 1031.31 
0 75 -24.73 -0.18 1031.31 
0 76 -24.73 -0.18 1031.31 
0 77 -25 -0.01 1151.08 
0 78 -25 -0.01 1151.08 
0 79 -25 -0.01 1151.08 
0 80 -25 -0.01 1151.08 
0 81 -24.54 -2.25 1017.09 
0 82 -23.89 -2.77 880.915 
0 83 -23.89 -2.77 880.915 
0 84 -23.89 -2.77 880.915 
0 85 -23.89 -2.77 880.915 
0 86 -24.32 -5.82 999.955 
0 87 -24.57 -7.74 1023.55 
0 88 -23.84 -8.73 769.095 
0 89 -23.84 -8.73 769.095 
0 90 -23.84 -8.73 769.095 
0 91 -23.84 -8.73 769.095 
0 92 -23.84 -8.73 769.095 
0 93 -23.84 -8.73 769.095 
0 94 -23.84 -8.73 769.095 
0 95 -23.84 -8.73 769.095 
0 96 -23.84 -8.73 769.095 
0 97 -24.53 -8.87 1024.48 
0 98 -24.9 -50.91 1047.31 
0 99 -24.97 -53.12 1049.64 
0 100 -25 -119.97 1151.26 
0 101 -25 -120.25 1151.3 
nothing to show in a basic individual
=> displaying individual 0
fit:-49.5 -120.46 0 
